"datetime","demand_fcast","demand","tempsim"
"290",2020-01-13 01:30:00,4.28255407331543,4.271,12.9235380123188
"291",2020-01-13 02:30:00,4.09284837689995,4.155,13.2018038740812
"292",2020-01-13 03:30:00,3.93791378371586,4.086,12.7699489497354
"293",2020-01-13 04:30:00,4.02213161424432,4.135,11.0449616703907
"294",2020-01-13 05:30:00,4.18425947740291,4.351,8.57189909120348
"295",2020-01-13 06:30:00,4.5674044749881,4.921,7.13745218796487
"296",2020-01-13 07:30:00,5.02555773935593,5.537,8.34990465873886
"297",2020-01-13 08:30:00,5.47036994580447,5.983,8.57226934872205
"298",2020-01-13 09:30:00,5.79601717870028,6.157,10.2698962367183
"299",2020-01-13 10:30:00,5.81284689060517,6,10.2855996636908
"300",2020-01-13 11:30:00,5.77033332110427,5.838,10.3388496149214
"301",2020-01-13 12:30:00,5.63709649009425,5.66,9.9990915800466
"302",2020-01-13 13:30:00,5.51939943348041,5.618,11.5338194476421
"303",2020-01-13 14:30:00,5.4059575881943,5.491,10.023261631717
"304",2020-01-13 15:30:00,5.42305369831449,5.488,11.4901708124936
"305",2020-01-13 16:30:00,5.56759758725381,5.588,8.64554825940657
"306",2020-01-13 17:30:00,6.00989608369141,5.899,5.48940911388072
"307",2020-01-13 18:30:00,6.32922992431804,6.215,7.58952004699486
"308",2020-01-13 19:30:00,5.97644905747839,6.174,8.69078537019595
"309",2020-01-13 20:30:00,5.8376269530948,5.935,9.4511697676326
"310",2020-01-13 21:30:00,5.50217436835647,5.66,10.4434659223169
"311",2020-01-13 22:30:00,5.33365446706778,5.391,6.97073236631252
"312",2020-01-13 23:30:00,5.08590109129067,5.006,9.73584364383218
"313",2020-01-14 00:30:00,4.8769591314858,4.664,4.96794183757107
"314",2020-01-14 01:30:00,4.53537183209345,4.458,4.44234552832419
"315",2020-01-14 02:30:00,4.37037449429922,4.339,10.4694919949632
"316",2020-01-14 03:30:00,4.20307374046291,4.325,7.35004546890484
"317",2020-01-14 04:30:00,4.29040151063142,4.386,7.60387851009999
"318",2020-01-14 05:30:00,4.3909171389173,4.546,5.22902389612984
"319",2020-01-14 06:30:00,4.79343840019845,5.066,4.61851149677874
"320",2020-01-14 07:30:00,5.25706473506935,5.667,5.338003690311
"321",2020-01-14 08:30:00,5.66725652716275,6.063,7.14889161972058
"322",2020-01-14 09:30:00,5.92543416723156,6.209,7.92161492046882
"323",2020-01-14 10:30:00,5.86715468819511,6.041,4.77398442535448
"324",2020-01-14 11:30:00,5.81060818080186,5.895,8.04824543218601
"325",2020-01-14 12:30:00,5.55266394019448,5.729,4.48018515824216
"326",2020-01-14 13:30:00,5.44947924928668,5.602,5.53736737049765
"327",2020-01-14 14:30:00,5.34747941351831,5.463,0.943531378155246
"328",2020-01-14 15:30:00,5.38817558216239,5.475,0.787867694478724
"329",2020-01-14 16:30:00,5.58982331569326,5.584,2.23688575500853
"330",2020-01-14 17:30:00,6.06162677095273,5.952,-2.43721859330032
"331",2020-01-14 18:30:00,6.34926082712264,6.291,-2.79601860038895
"332",2020-01-14 19:30:00,6.10913332452616,6.262,0.160279269737062
"333",2020-01-14 20:30:00,5.89172627685133,6.062,1.72167037594409
"334",2020-01-14 21:30:00,5.54140194798455,5.802,1.17278798322509
"335",2020-01-14 22:30:00,5.46671348481516,5.613,0.49807540566979
"336",2020-01-14 23:30:00,5.17571131565632,5.13,-2.40250257705123
"337",2020-01-15 00:30:00,5.08693588899236,4.758,-0.739962844682044
"338",2020-01-15 01:30:00,4.70940495927258,4.547,-0.0624363041912086
"339",2020-01-15 02:30:00,4.49421882497768,4.43,1.29848177559208
"340",2020-01-15 03:30:00,4.34139127286065,4.413,4.18841560236692
"341",2020-01-15 04:30:00,4.43251898000918,4.48,5.95371268319565
"342",2020-01-15 05:30:00,4.49780217931787,4.652,6.558306332237
"343",2020-01-15 06:30:00,4.91831085379793,5.189,5.85577848510962
"344",2020-01-15 07:30:00,5.38948334908041,5.768,4.1358662945103
"345",2020-01-15 08:30:00,5.76851622569676,6.133,6.8528386991688
"346",2020-01-15 09:30:00,5.98703174123294,6.282,4.86721656509608
"347",2020-01-15 10:30:00,5.84632855881615,6.12,3.98120167452676
"348",2020-01-15 11:30:00,5.82030279092393,5.978,4.71698152041624
"349",2020-01-15 12:30:00,5.61558187388252,5.845,5.87140609961189
"350",2020-01-15 13:30:00,5.52861983166006,5.755,4.78450057764097
"351",2020-01-15 14:30:00,5.43056528056609,5.636,4.13139180181894
"352",2020-01-15 15:30:00,5.46970124187104,5.645,4.73583761098673
"353",2020-01-15 16:30:00,5.66125729141208,5.723,4.4132207136357
"354",2020-01-15 17:30:00,6.03784598175064,6.062,4.93517448993777
"355",2020-01-15 18:30:00,6.30532493998794,6.407,4.18212280518853
"356",2020-01-15 19:30:00,6.17113968417955,6.424,2.22104636384363
"357",2020-01-15 20:30:00,5.98494519520981,6.164,3.15849292155542
"358",2020-01-15 21:30:00,5.63326612323673,5.903,3.16868724740727
